"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices: all items","DEU","Germany","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.14296967309967,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,14.4112677334119,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","1994","1994","PC","Percentage","0","Units",,,10.8740794338332,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,8.93451397844176,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,8.19454859355109,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,5.53600312501777,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,4.76622558738949,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.63663843209496,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.15117752161276,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.37396640971281,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.62936293662934,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.53065079124997,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.89884797037117,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.54507304642513,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.19594597015618,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.89500101988337,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.15279636050494,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.21007395066187,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.71298158606682,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.32987017049401,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.50151977707713,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.921271892644809,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.31224241022506,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.73590237199746,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.825657589847188,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.12125902741744,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.625620508019237,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.25299274936364,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-1.24797170753652,,
"CPALTT01","Consumer prices: all items","GRC","Greece","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.22382564684061,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,22.4642409033877,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","1994","1994","PC","Percentage","0","Units",,,18.8680791770829,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,28.3054645750732,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,23.4690313045815,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,18.3050773683867,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,14.1537895511405,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,9.99774390047379,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,9.80360785079527,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,9.11680911680911,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.26544821583986,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,4.66101694915255,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,6.74434679569466,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.56151711378355,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.93032603841001,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,7.95874516544907,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.04251253881061,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,4.2117117117117,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.85555795691953,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.92992098935076,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.65214517088648,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.73319984983108,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.227566270988392,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.0616446800641037,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.394769306686411,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.34824281150156,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.85024792594639,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.33858635382014,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,3.32674385766731,,
"CPALTT01","Consumer prices: all items","HUN","Hungary","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.11096534382858,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,4.04285016836068,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","1994","1994","PC","Percentage","0","Units",,,1.5526572619998,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,1.65123187139611,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,2.26042114310272,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.81543116490166,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.65923724616149,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,3.23183110028419,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.13647447494691,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,6.40508556785875,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.19702311745273,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.05566174716793,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.1581953685487,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.98704844136883,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.68707370413332,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.05156384162694,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,12.6944019295855,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,12.0031170502683,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,5.3967316377009,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.00102616588045,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,5.18590038356556,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.87227512558777,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.04461895078462,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.63305848210027,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.69693023930588,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.76041279085464,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.68291508467848,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.01397679587078,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.84791869076201,,
"CPALTT01","Consumer prices: all items","ISL","Iceland","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,4.44424340451256,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,1.46942017474191,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","1994","1994","PC","Percentage","0","Units",,,2.30919765166338,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,2.52486610558531,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,1.75373134328355,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.52560487120497,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,2.41551787239233,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.63192376414532,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.59071729957808,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,4.87290487290485,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,4.614733276884,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.49048968029139,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.19962850718546,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.42969198392958,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.93163989540528,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.89711564381348,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,4.06030495117357,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-4.47810339150478,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.922095829024488,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.55718883186918,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,1.69620897294548,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.508714869485458,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.182542316627925,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.289879079012778,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.00830633773570249,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.340531561461812,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.488370168032427,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.939044481054394,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.334584625428471,,
"CPALTT01","Consumer prices: all items","IRL","Ireland","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.35814296241712,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,4.62673223066608,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","1994","1994","PC","Percentage","0","Units",,,4.05184077476324,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,5.23542294004927,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,4.00698055537492,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.04310552039097,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.95508793969852,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.66345783596456,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,2.53768653889857,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,2.78516548463358,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.46532020412564,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.67255892255893,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.2067363530778,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,1.98529411764704,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.09084354722423,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,1.82973805855163,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.34783431057309,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.774768179599804,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,1.52551607240149,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.78063323594298,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.04136253041363,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.21999212908304,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.24105754276825,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.0387867504460633,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.094021401985132,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.22653316645809,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.13748763600394,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.61124694376529,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.137707573916583,,
"CPALTT01","Consumer prices: all items","ITA","Italy","GY","Growth on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.87378325762494,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,1.3,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","1994","1994","PC","Percentage","0","Units",,,0.7,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","1995","1995","PC","Percentage","0","Units",,,-0.1,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","1996","1996","PC","Percentage","0","Units",,,0.1,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","1997","1997","PC","Percentage","0","Units",,,1.8,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","1998","1998","PC","Percentage","0","Units",,,0.6,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","1999","1999","PC","Percentage","0","Units",,,-0.3,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2000","2000","PC","Percentage","0","Units",,,-0.7,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2001","2001","PC","Percentage","0","Units",,,-0.7,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,-0.9,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,-0.3,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,-0.3,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,0.3,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.4,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,-1.4,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.7,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.3,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.4,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.7,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.8,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.1,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.484199796126371,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.989094598021837,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.468776159383876,,
"CPALTT01","Consumer prices: all items","JPN","Japan","GY","Growth on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.0249958340276704,,
"CPALTT01","Consumer prices: all items","KOR","Korea","GY","Growth on the same period of the previous year","A","Annual","1993","1993","PC","Percentage","0","Units",,,4.80099660215358,,
